0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,Neutral,Wet,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,J,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,PartInhibit,Moderate,Strong,J,XNIL,XNIL,XNIL,LowAtStation,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,QStationary,LV,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Strong,Other,Strong,Strong,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,SIG,Other,Stable,Dry,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,PosToNeg,Other,AllElse,Westerly,WidespdDnsl
WeakUp,Down,StrongUp,WeakUp,WeakUp,Wet,Neutral,VeryWet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,StrongWest,Weak,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,F,CThruK,PartInhibit,Average,Average,F,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Strong,F,SIG,SIG,SIG,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,None,PosToNeg,None,LV,Westerly,LV
StrongUp,Down,WeakUp,StrongUp,StrongUp,Neutral,Neutral,Wet,VeryWet,PC,PC,PC,Cloudy,None,None,DCVZFavor,None,Strong,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,Average,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,None,Moderate,Moderate,K,XNIL,SVR,SVR,Other,ModerateOrLe,Dry,ModerateOrLe,MarkedUpper,MoistMDryL,MovingFtorOt,NegToPos,None,NWQuad,Westerly,WidespdDnsl
StrongUp,Down,Down,Down,Down,Neutral,Dry,Dry,Dry,Clear,Cloudy,PC,Cloudy,None,None,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,B,None,Moderate,Moderate,B,SVR,SVR,SVR,LowSHighN,Stable,Dry,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,Other,LV,LVorOther,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,G,CThruK,TotalInhibit,MoreThanAve,LessThanAve,G,LIGt0,Stability,LessUnstable,Average,GJ,None,Strong,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,Other,E_W_S,LittleChange,None,NWQuad,LVorOther,LV
StrongUp,Down,Neutral,Neutral,Neutral,Dry,Dry,Wet,VeryWet,PC,PC,Cloudy,Cloudy,None,None,DCVZFavor,None,Weak,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,H,CThruK,PartInhibit,MoreThanAve,MoreThanAve,H,LIGt0,Neutral,LessUnstable,LessUnstable,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,SigNegative,None,AllElse,LVorOther,E_NE
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Dry,Wet,Dry,Wet,PC,Cloudy,Cloudy,Cloudy,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,None,Moderate,Strong,E,XNIL,XNIL,XNIL,LowEvrywhere,ModerateOrLe,VeryMoist,Steep,NoMajor,MoistMDryL,Other,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Down,Down,Neutral,Down,Down,Wet,Neutral,Wet,Wet,PC,Clear,Clear,PC,None,Weak,DCVZFavor,Weak,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,MoreUnstable,LessUnstable,ACEFK,None,Weak,Strong,A,XNIL,XNIL,SIG,Other,ModerateOrLe,VeryMoist,Steep,OtherRapid,Other,DenvCyclone,NegToPos,None,SWQuad,Westerly,DenvCyclone
Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,C,SIG,SIG,SIG,LowNHighS,ModerateOrLe,Dry,Steep,MarkedUpper,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
StrongUp,Down,Neutral,StrongUp,StrongUp,VeryWet,Dry,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,Weak,Weak,Westerly,None,None,None,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug11_Aug20,K,CThruK,Stifling,MoreThanAve,Average,K,N5GtLIGt_8,Stability,Average,LessUnstable,ACEFK,None,Weak,Strong,K,XNIL,XNIL,SIG,Other,Steep,VeryMoist,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigNegative,Moving,AllElse,Westerly,LongAnticyc
Down,StronUp,Neutral,WeakUp,WeakUp,Wet,Dry,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,None,None,DCVZFavor,None,Weak,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Instability,MoreUnstable,Average,HI,PartInhibit,Moderate,Moderate,H,XNIL,XNIL,XNIL,Other,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,PosToNeg,None,NWQuad,Westerly,SEQuad
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Dry,Dry,Neutral,PC,PC,PC,Cloudy,Weak,Weak,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,Jun15_Jul1,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,SIG,HighEvrywher,Stable,Dry,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,None,AllElse,Westerly,WidespdDnsl
Neutral,StronUp,Neutral,StrongUp,StrongUp,Neutral,Wet,Neutral,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Other,Weak,Strong,None,Some,LittleChange,LittleChange,WeakPos,LittleChange,SVR,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Strong,Slight,C,XNIL,XNIL,SVR,Other,Steep,Average,Steep,OtherRapid,MoistMDryL,E_W_N,NegToPos,None,NWQuad,LVorOther,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,H,CThruK,PartInhibit,LessThanAve,Average,H,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,None,Weak,Moderate,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Dry,CloseToDryAd,NoMajor,Other,Other,SigPositive,None,LV,LVorOther,SEQuad
Down,StronUp,WeakUp,StrongUp,StrongUp,Wet,Wet,Neutral,VeryWet,PC,PC,PC,PC,Weak,Strong,Other,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jul16_Aug10,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,None,Unfavorable,None,D,SIG,SIG,SVR,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,SigNegative,Moving,AllElse,Westerly,LongAnticyc
Neutral,WeakUp,Neutral,WeakUp,WeakUp,Dry,Wet,Wet,Wet,PC,PC,PC,PC,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,LILt_8,Stability,MoreUnstable,MoreUnstable,B,None,Weak,None,B,SIG,SIG,SIG,LowSHighN,Stable,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,NegToPos,Other,AllElse,Westerly,SEQuad
Down,Down,StrongUp,Down,Down,Neutral,Wet,Neutral,Dry,PC,PC,PC,PC,None,Weak,StrongWest,Weak,None,Weak,Some,DecCapIncIns,Decreasing,Negative,LittleChange,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,Stifling,Weak,Slight,D,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,SigNegative,Other,SWQuad,LVorOther,SEQuad
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,None,Weak,Westerly,Weak,None,Strong,None,DecCapIncIns,Decreasing,WeakPos,Decreasing,XNIL,Aug20_Sep15,A,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Slight,A,XNIL,XNIL,XNIL,LowNHighS,Stable,VeryMoist,Steep,OtherRapid,DryMMoistL,DenvCyclone,PosToNeg,Moving,SWQuad,Westerly,E_NE
Down,StronUp,Neutral,Neutral,Neutral,Dry,VeryWet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Weak,None,Weak,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,Average,Average,ACEFK,None,Weak,Moderate,C,XNIL,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,NoMajor,MoistMDryL,E_W_S,SigNegative,Other,AllElse,Westerly,LongAnticyc
Down,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Dry,PC,PC,Clear,Clear,Strong,Strong,StrongWest,Weak,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jun15_Jul1,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Down,Neutral,WeakUp,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,Stifling,Moderate,Moderate,K,XNIL,XNIL,SIG,Other,ModerateOrLe,VeryMoist,CloseToDryAd,MarkedUpper,Other,None,SigNegative,QStationary,SWQuad,Westerly,WidespdDnsl
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Dry,Dry,Clear,PC,Clear,Clear,Weak,Weak,Other,Weak,None,Weak,None,DecCapIncIns,Decreasing,WeakPos,Decreasing,SIG,May15_Jun14,H,CThruK,None,LessThanAve,LessThanAve,H,N5GtLIGt_8,Stability,MoreUnstable,Average,HI,Stifling,Moderate,Slight,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,SigNegative,Moving,NWQuad,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,PC,PC,PC,Strong,Strong,Other,None,None,None,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Slight,C,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,ModerateOrLe,MarkedUpper,Other,E_W_S,LittleChange,Moving,SWQuad,LVorOther,LongAnticyc
WeakUp,Down,Down,WeakUp,WeakUp,Dry,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,None,None,DCVZFavor,None,None,Weak,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,None,Weak,Slight,A,XNIL,XNIL,XNIL,HighEvrywher,Stable,Average,Steep,MarkedUpper,Other,E_W_S,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
Neutral,Neutral,Down,Down,Down,Dry,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,None,Strong,DCVZFavor,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,B,AB,PartInhibit,Average,Average,ABI,LILt_8,Neutral,MoreUnstable,MoreUnstable,B,None,Moderate,Strong,B,SVR,SVR,SVR,LowNHighS,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,MovingFtorOt,PosToNeg,Moving,SWQuad,Westerly,DenvCyclone
WeakUp,Neutral,WeakUp,Neutral,Neutral,Wet,Dry,Wet,Wet,PC,Clear,Clear,Clear,None,Weak,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,G,CThruK,Stifling,Average,Average,G,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,None,Strong,Strong,G,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,LittleChange,None,AllElse,LVorOther,WidespdDnsl
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Weak,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,E,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Weak,Moderate,E,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_N,LittleChange,None,SWQuad,Westerly,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Strong,Strong,StrongWest,None,None,None,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,Average,K,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,K,XNIL,XNIL,SIG,LowNHighS,Stable,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,NegToPos,Other,NWQuad,LVorOther,SEQuad
Neutral,StronUp,Neutral,WeakUp,WeakUp,Dry,Neutral,Wet,VeryWet,PC,Clear,Clear,Cloudy,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,Average,LessUnstable,GJ,Stifling,Moderate,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,E_W_S,SigPositive,None,LV,Westerly,WidespdDnsl
Down,StronUp,StrongUp,WeakUp,WeakUp,Dry,Neutral,Dry,Dry,Cloudy,Clear,Cloudy,PC,None,None,Other,None,None,None,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jun15_Jul1,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Weak,None,K,SIG,SIG,SIG,Other,Stable,Dry,CloseToDryAd,MarkedUpper,Other,None,SigPositive,QStationary,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Weak,None,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,J,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,None,Weak,Moderate,J,XNIL,SIG,SIG,LowAtStation,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,E_W_N,LittleChange,None,LV,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,PC,Clear,PC,PC,Weak,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,K,CThruK,None,LessThanAve,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,XNIL,Other,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,SEQuad
Down,Down,StrongUp,Down,Down,Dry,Neutral,Wet,Wet,Clear,PC,PC,Clear,Weak,Weak,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,I,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,Average,MoreUnstable,HI,None,Strong,Strong,I,SIG,SIG,SIG,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,Other,E_W_S,SigNegative,QStationary,AllElse,Westerly,E_NE
Neutral,Down,Neutral,Down,Down,VeryWet,Wet,Wet,Neutral,PC,PC,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jun15_Jul1,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,Average,MoreUnstable,B,Stifling,Moderate,None,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,OtherRapid,Other,DenvCyclone,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,PC,Clear,Strong,Strong,Other,Weak,Strong,Strong,Marked,DecCapIncIns,Decreasing,Neutral,Increasing,SIG,Aug11_Aug20,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,SIG,LowNHighS,CloseToDryAd,Dry,Steep,OtherRapid,Other,DryLine,LittleChange,Other,SWQuad,Westerly,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,Average,ABI,LIGt0,Stability,LessUnstable,Average,B,PartInhibit,Strong,Strong,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Average,CloseToDryAd,OtherRapid,MoistMDryL,DenvCyclone,LittleChange,None,SWQuad,LVorOther,LV
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Wet,Dry,VeryWet,VeryWet,Clear,PC,PC,PC,None,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,I,CThruK,PartInhibit,Average,Average,ABI,LIGt0,Stability,Average,Average,HI,PartInhibit,Moderate,Strong,I,SIG,SIG,SIG,LowSHighN,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,SigNegative,QStationary,AllElse,Westerly,E_NE
