GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
False,Senior,Prole,Normal,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,True,Thousand,False,TwentyThou,Rural,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,Middle,Normal,Current,None,Football,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,FiveThou,False,Expert,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adolescent,Prole,Adventurous,Current,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,Normal,False,TenThou,False,TenThou,City,False,HundredThou,HundredThou,True,Thousand,Good,True,Thousand,One
False,Adult,Prole,Normal,Older,None,EggShell,None,SportsCar,Normal,FiveThou,False,Normal,False,Thousand,False,TwentyThou,City,True,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
False,Adult,Middle,Normal,Current,Severe,EggShell,Severe,SportsCar,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,False,HundredThou,HundredThou,False,Million,Fair,True,Thousand,Many
False,Adult,Prole,Normal,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Rural,False,HundredThou,HundredThou,True,TenThou,Poor,False,Thousand,Many
False,Adult,Prole,Adventurous,Older,Mild,EggShell,Mild,Economy,Poor,FiveThou,False,Normal,False,Thousand,False,TenThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,Adult,Middle,Normal,Current,None,EggShell,None,SportsCar,Excellent,Domino,True,Expert,False,Thousand,False,TwentyThou,Secure,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,FiveThou,False,Expert,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,True,TenThou,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,Adolescent,Middle,Cautious,Older,Severe,Football,Severe,FamilySedan,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,Secure,True,TenThou,TenThou,True,Thousand,Fair,False,Thousand,Many
False,Senior,Prole,Normal,Current,Mild,EggShell,Mild,SportsCar,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,City,False,TenThou,Thousand,False,Thousand,Poor,True,Thousand,Many
True,Adolescent,UpperMiddle,Normal,Current,None,Football,None,Luxury,Poor,FiftyThou,True,SubStandard,False,Thousand,False,FiftyThou,Rural,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
False,Senior,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Adventurous,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,TenThou,TenThou,False,HundredThou,Fair,False,Thousand,Many
False,Adult,Middle,Normal,Current,Severe,Football,Severe,FamilySedan,Poor,TwentyThou,False,SubStandard,False,HundredThou,False,TwentyThou,Suburb,False,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Middle,Normal,Current,None,Football,None,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
False,Senior,Middle,Cautious,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,One
False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,UpperMiddle,Adventurous,Current,None,Tank,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Secure,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Middle,Normal,Current,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Expert,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,TenThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adolescent,UpperMiddle,Normal,Current,None,Football,None,Economy,Normal,Domino,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,False,TenThou,True,FiveThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Adventurous,Current,Moderate,Tank,Moderate,FamilySedan,Poor,TwentyThou,False,SubStandard,False,HundredThou,False,TwentyThou,Rural,False,HundredThou,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,UpperMiddle,Normal,Older,None,Football,None,Luxury,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
False,Senior,Prole,Cautious,Older,None,Tank,None,FamilySedan,Excellent,Domino,False,Expert,True,Thousand,False,FiveThou,Rural,True,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Rural,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Adventurous,Older,Mild,Tank,Mild,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,SportsCar,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,HundredThou,TenThou,False,HundredThou,Poor,False,Thousand,Many
True,Adolescent,Middle,Cautious,Older,Moderate,Tank,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Secure,True,HundredThou,HundredThou,True,Thousand,Good,False,Thousand,Many
False,Adult,Middle,Adventurous,Older,None,EggShell,None,SportsCar,Poor,FiftyThou,True,Normal,False,Thousand,False,TenThou,City,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,Many
False,Adult,Prole,Normal,Older,None,EggShell,None,SportsCar,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adult,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adolescent,Middle,Normal,Older,Mild,EggShell,Mild,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,Rural,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,False,Thousand,Excellent,False,Thousand,Many
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adult,Prole,Normal,Current,Severe,Football,Severe,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,TenThou,TenThou,False,Thousand,Good,True,Thousand,One
False,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,True,Thousand,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,Domino,False,Expert,True,Thousand,False,FiveThou,Rural,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Normal,Domino,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Normal,Older,Moderate,EggShell,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Many
True,Adolescent,Middle,Adventurous,Older,Severe,EggShell,Severe,SportsCar,Poor,TwentyThou,False,SubStandard,False,HundredThou,False,TwentyThou,City,False,HundredThou,Thousand,True,HundredThou,Fair,False,Thousand,Many
False,Adult,Prole,Normal,Older,None,Football,None,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,Fair,False,Thousand,Many
False,Adult,Middle,Adventurous,Current,None,Football,None,FamilySedan,Excellent,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,One
False,Adult,Middle,Normal,Older,Severe,EggShell,Severe,SportsCar,Poor,FiftyThou,False,SubStandard,False,HundredThou,False,TwentyThou,Suburb,False,Million,HundredThou,True,HundredThou,Fair,False,Thousand,Many
False,Adolescent,Prole,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adolescent,Middle,Normal,Current,None,Football,None,FamilySedan,Normal,FiveThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Adventurous,Older,Mild,Tank,Severe,FamilySedan,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,TenThou,TenThou,True,Thousand,Excellent,True,TenThou,Many
False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiveThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,One
False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,FamilySedan,Excellent,TwentyThou,True,Expert,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,None,Football,None,FamilySedan,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Cautious,Current,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
True,Adolescent,UpperMiddle,Normal,Current,Severe,EggShell,Severe,SportsCar,Poor,Domino,True,SubStandard,False,TenThou,False,TenThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adult,Middle,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,UpperMiddle,Normal,Older,None,EggShell,None,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,Rural,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,UpperMiddle,Cautious,Current,None,EggShell,None,Luxury,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Senior,Prole,Cautious,Older,None,Tank,None,FamilySedan,Excellent,TwentyThou,False,Normal,True,Thousand,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
True,Adolescent,Prole,Normal,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,HundredThou,False,HundredThou,Poor,False,Thousand,Many
True,Adolescent,UpperMiddle,Psychopath,Current,None,EggShell,None,Luxury,Excellent,Domino,True,Normal,False,Thousand,False,FiftyThou,Secure,False,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adolescent,Prole,Adventurous,Older,None,Football,None,Economy,Excellent,Domino,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Normal,Older,Moderate,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Many
False,Adult,Prole,Cautious,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,True,TenThou,TenThou,True,Thousand,Poor,False,HundredThou,One
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,True,Thousand,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,Moderate,Football,Moderate,Luxury,Poor,TwentyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,True,HundredThou,TenThou,False,Thousand,Fair,True,Thousand,Many
False,Adult,UpperMiddle,Cautious,Current,None,EggShell,None,SportsCar,Normal,FiftyThou,True,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Senior,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,True,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,None,EggShell,None,SportsCar,Normal,Domino,True,Normal,True,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adolescent,Prole,Normal,Current,Severe,EggShell,Moderate,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,TenThou,TenThou,False,Million,Poor,True,Thousand,Many
False,Adult,Middle,Cautious,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,None,EggShell,None,SportsCar,Normal,FiveThou,False,Normal,True,Thousand,False,TenThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,One
False,Adolescent,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adolescent,Middle,Adventurous,Older,Moderate,Tank,Severe,FamilySedan,Poor,TwentyThou,False,Normal,False,TenThou,False,FiveThou,Suburb,False,HundredThou,TenThou,False,Thousand,Good,False,Thousand,Zero
False,Adult,Middle,Normal,Older,Mild,EggShell,Mild,SportsCar,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,Domino,False,Expert,True,Thousand,False,FiveThou,City,True,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Senior,Middle,Adventurous,Current,None,EggShell,None,SportsCar,Excellent,TwentyThou,True,Expert,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
False,Adult,Middle,Normal,Current,Moderate,EggShell,Moderate,SportsCar,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,TwentyThou,Secure,True,Million,HundredThou,True,Thousand,Poor,True,Thousand,Many
False,Adult,Wealthy,Normal,Current,None,EggShell,None,SportsCar,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Rural,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Adventurous,Older,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
False,Adolescent,Middle,Adventurous,Older,Mild,Football,Mild,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Senior,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,Domino,False,Normal,True,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,None,Tank,None,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Excellent,FiftyThou,False,Expert,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Zero
False,Adult,Middle,Normal,Older,Mild,Tank,Moderate,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Rural,True,TenThou,TenThou,True,Thousand,Good,False,Thousand,Zero
False,Adolescent,UpperMiddle,Adventurous,Current,None,Football,None,Luxury,Poor,TwentyThou,True,Normal,False,Thousand,False,FiftyThou,City,False,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Older,None,EggShell,None,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Middle,Normal,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
True,Adolescent,Middle,Adventurous,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adolescent,Prole,Normal,Older,Moderate,Football,Moderate,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,TenThou,False,TenThou,Fair,False,Million,Many
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,UpperMiddle,Adventurous,Current,None,Football,None,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,City,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adolescent,Middle,Adventurous,Older,None,EggShell,None,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,Suburb,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adult,Prole,Normal,Older,Severe,EggShell,Severe,SportsCar,Poor,FiftyThou,True,SubStandard,False,TenThou,False,FiveThou,City,False,TenThou,TenThou,True,TenThou,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Older,Mild,EggShell,Mild,SportsCar,Normal,FiveThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adolescent,UpperMiddle,Adventurous,Older,None,Tank,Mild,Luxury,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiftyThou,City,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,TenThou,TenThou,False,Thousand,Poor,False,HundredThou,Many
False,Adult,Middle,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Secure,True,HundredThou,HundredThou,False,Thousand,Good,True,Thousand,Many
False,Adolescent,Middle,Psychopath,Current,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adult,Prole,Cautious,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,City,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adolescent,UpperMiddle,Normal,Current,None,Tank,None,Luxury,Poor,FiftyThou,True,SubStandard,False,Thousand,False,FiftyThou,Rural,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
True,Adolescent,Middle,Normal,Older,Severe,Tank,Severe,FamilySedan,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,HundredThou,HundredThou,False,Thousand,Good,False,TenThou,One
False,Senior,UpperMiddle,Normal,Current,None,Tank,Mild,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
True,Adolescent,UpperMiddle,Normal,Current,None,EggShell,None,Luxury,Normal,Domino,True,Normal,False,Thousand,False,FiftyThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
